Header,Description,Instruction
99230,"{""description"": ""A black cat is playfully interacting with a person holding a Wii remote, with the cat's paw resting on the controller."", ""details"": {""objects"": [""Black cat"", ""Person's hand"", ""Wii remote"", ""Red couch"", ""Blue blanket with frog design""], ""scene"": ""Indoor scene"", ""spatial_info"": {""cat"": ""On the right side of the image, interacting with the Wii remote held by the person."", ""person"": ""Holding the Wii remote, partially visible from the chest down."", ""Wii remote"": ""Held in the person's left hand, positioned horizontally across the cat's paw."", ""red couch"": ""Occupies the left side of the image, providing a backdrop for the interaction."", ""blue blanket"": ""Partially visible behind the cat, featuring a frog design.""}}, ""confidence"": 0.9244346539855202, ""recognition_status"": ""success"", ""processing_time"": 12.966917276382446}","Definition: In this task, draw tight bounding boxes around the ""Black cat"" and the ""Wii remote"".
Emphasis & Caution: Focus on the interaction on the right side where the cat¡¯s paw touches the controller.
Things to Avoid: Do not annotate ""Person's hand"", ""Red couch"", or ""Blue blanket with frog design""."
99451,"{""description"": ""Two children are sitting on a blue couch, holding game controllers, smiling at the camera."", ""details"": {""objects"": [""two children"", ""blue couch"", ""game controllers"", ""wall"", ""date stamp""], ""scene"": ""indoor scene"", ""spatial_info"": {""children"": [""left child wearing a dark shirt with a light stripe, right child wearing a dark shirt with a horizontal stripe""], ""couch"": ""blue, positioned against a wall"", ""game controllers"": [""held by both children""], ""date stamp"": ""01/06/2008""}}, ""confidence"": 0.9384817327182977, ""recognition_status"": ""success"", ""processing_time"": 9.786120891571045}","Definition: In this task, draw tight bounding boxes around all ""two children"".
Emphasis & Caution: Focus on ""two children"" sitting on the ""blue couch"" and holding ""game controllers"".
Things to Avoid: Do not annotate ""blue couch"", ""wall"", or ""date stamp""."
99678,"{""description"": ""A vibrant, colorful boat docked at a serene marina with clear turquoise water reflecting its surroundings."", ""details"": {""objects"": [""Boat"", ""Water"", ""Reflections""], ""scene"": ""Marina"", ""spatial_info"": {""boat"": ""Foreground"", ""water"": ""Middle ground"", ""reflections"": ""Foreground and middle ground""}}, ""confidence"": 0.9364770704752361, ""recognition_status"": ""success"", ""processing_time"": 6.494390487670898}","Definition: In this task, draw tight bounding boxes around all ""Boat"".
Emphasis & Caution: Focus on the ""Boat"" in the foreground.
Things to Avoid: Do not annotate ""Water"" or ""Reflections""."
99942,"{""description"": ""A woman is standing near a dining table, holding a glass, in a warmly lit room with wooden beams and large windows."", ""details"": {""objects"": [""woman"", ""dining table"", ""chandelier"", ""candles"", ""wine bottles"", ""chair"", ""window blinds"", ""carpet"", ""wooden beams""], ""scene"": ""indoor scene"", ""spatial_info"": {""woman"": ""standing near the table, facing left"", ""dining table"": ""centered in the room, covered with a patterned tablecloth"", ""chandelier"": ""hanging from the ceiling above the table"", ""candles"": ""arranged on the table"", ""wine bottles"": ""placed on the table"", ""chair"": ""arranged around the table"", ""window blinds"": ""covering the large windows on either side of the room"", ""carpet"": ""covering the floor beneath the table"", ""wooden beams"": ""visible on the ceiling and walls""}}, ""confidence"": 0.9451694668214836, ""recognition_status"": ""success"", ""processing_time"": 14.561036109924316}","Definition: In this task, draw tight bounding boxes around all ""woman"".
Emphasis & Caution: Focus on the ""woman"" standing near the ""dining table"".
Things to Avoid: Do not annotate ""dining table"", ""chandelier"", ""candles"", ""wine bottles"", ""chair"", ""window blinds"", ""carpet"", or ""wooden beams""."
100159,"{""description"": ""A man stands beside a large cow in a pastoral setting, surrounded by trees and hay bales."", ""details"": {""objects"": [""man wearing a hat and suspenders"", ""large white cow with black spots"", ""hay bales"", ""trees"", ""grass""], ""scene"": ""rural farm setting"", ""spatial_info"": {""man"": ""standing to the right of the cow"", ""cow"": ""standing on the left side of the image"", ""hay bales"": ""behind the cow"", ""trees"": ""in the background"", ""grass"": ""covering the ground""}}, ""confidence"": 0.9548327474481973, ""recognition_status"": ""success"", ""processing_time"": 9.763299942016602}","Definition: In this task, draw tight bounding boxes around all ""man wearing a hat and suspenders"" and ""large white cow with black spots"".
Emphasis & Caution: Focus on the ""man wearing a hat and suspenders"" to the right and the ""large white cow with black spots"" on the left.
Things to Avoid: Do not annotate ""hay bales"", ""trees"", or ""grass""."
100413,"{""description"": ""A black and white photograph of a fire hydrant situated on a grassy area adjacent to a concrete sidewalk."", ""details"": {""objects"": [""fire hydrant"", ""grass"", ""concrete sidewalk""], ""scene"": ""outdoor scene"", ""spatial_info"": {""fire hydrant"": ""center-left"", ""grass"": ""surrounding the fire hydrant"", ""concrete sidewalk"": ""behind the fire hydrant""}}, ""confidence"": 0.9658374760460331, ""recognition_status"": ""success"", ""processing_time"": 7.678968191146851}","Definition: In this task, draw tight bounding boxes around all ""fire hydrant"".
Emphasis & Caution: Focus on the ""fire hydrant"" at center-left.
Things to Avoid: Do not annotate ""grass"" or ""concrete sidewalk""."
100638,"{""description"": ""Two individuals are engaged in playing a video game using Wii controllers, with a television screen displaying a game in the background."", ""details"": {""objects"": [""Wii controllers"", ""Television screen"", ""Brick wall"", ""Window blinds"", ""Wall outlet"", ""Floor""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Wii controllers"": [""In hands of individuals""], ""Television screen"": [""On right side of image""], ""Brick wall"": [""Background behind individuals""], ""Window blinds"": [""Left side of image""], ""Wall outlet"": [""Below window blinds""], ""Floor"": [""Bottom of image""]}}, ""confidence"": 0.9441479374954634, ""recognition_status"": ""success"", ""processing_time"": 10.533423662185669}","Definition: In this task, draw tight bounding boxes around all ""Wii controllers"".
Emphasis & Caution: Focus on ""Wii controllers"" in hands of individuals.
Things to Avoid: Do not annotate ""Television screen"", ""Brick wall"", or ""Window blinds""."
100918,"{""description"": ""A railway yard featuring a Santa Fe locomotive alongside a BNSF train, surrounded by industrial equipment and open skies."", ""details"": {""objects"": [""Santa Fe locomotive"", ""BNSF train"", ""freight cars"", ""railroad tracks"", ""utility poles"", ""antenna tower"", ""trees"", ""truck""], ""scene"": ""railway yard"", ""spatial_info"": {""Santa Fe locomotive"": ""center-right"", ""BNSF train"": ""center-left"", ""freight cars"": ""left side"", ""railroad tracks"": ""foreground"", ""utility poles"": ""left background"", ""antenna tower"": ""left background"", ""trees"": ""background"", ""truck"": ""right background""}}, ""confidence"": 0.9509084157449821, ""recognition_status"": ""success"", ""processing_time"": 12.00310730934143}","Definition: In this task, draw tight bounding boxes around all ""Santa Fe locomotive"" and ""BNSF train"".
Emphasis & Caution: Focus on ""Santa Fe locomotive"" at center-right and ""BNSF train"" at center-left.
Things to Avoid: Do not annotate ""freight cars"", ""railroad tracks"", ""utility poles"", ""antenna tower"", or ""trees""."
101180,"{""description"": ""A clear day urban street scene with traffic lights, road signs, and a blue car approaching an intersection."", ""details"": {""objects"": [""Traffic lights"", ""Road signs"", ""Blue car"", ""Street lamps"", ""Utility poles"", ""Sidewalks"", ""Buildings"", ""Trees"", ""Stop sign""], ""scene"": ""Urban street"", ""spatial_info"": {""Traffic lights"": [""Overhead on the left side""], ""Road signs"": [""Bustard Rd/Forty Foot Rd"", ""West 63""], ""Blue car"": [""Center of the image, moving towards the camera""], ""Street lamps"": [""Right side of the image""], ""Utility poles"": [""Background along the street""], ""Sidewalks"": [""Right side of the image""], ""Buildings"": [""Background on the right side""], ""Trees"": [""Right side of the image""]}}, ""confidence"": 0.9418147312647069, ""recognition_status"": ""success"", ""processing_time"": 13.411050081253052}","Definition: In this task, draw tight bounding boxes around all ""Blue car"".
Emphasis & Caution: Focus on the ""Blue car"" at the center of the image.
Things to Avoid: Do not annotate ""Traffic lights"", ""Road signs"", ""Street lamps"", ""Buildings"", or ""Trees""."
101456,"{""description"": ""A cluttered kitchen workspace filled with various cooking utensils, pots, and ingredients on wooden shelves and countertops."", ""details"": {""objects"": [""Wooden shelves"", ""Metal pots"", ""Plastic bags"", ""Bowl with floral design"", ""Green bowl"", ""Chopsticks"", ""Spatulas"", ""Cooking utensils"", ""Plastic containers"", ""Wallpapered wall""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Shelves"": [""Top shelf has stacked bowls and pots; bottom shelf holds trays with ingredients and utensils""], ""Countertops"": [""Filled with various cooking items including bowls, pots, and plastic bags""], ""Background"": [""Features a wallpapered wall""]}}, ""confidence"": 0.90245078860662, ""recognition_status"": ""success"", ""processing_time"": 11.732033491134644}","Definition: In this task, draw tight bounding boxes around all ""Metal pots"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""Wooden shelves"", ""Wallpapered wall"", or other background items."
101686,"{""description"": ""A white bowl filled with bananas and red apples placed on a wooden surface."", ""details"": {""objects"": [""bananas"", ""red apples""], ""scene"": ""indoor scene"", ""spatial_info"": {""bowl"": ""center"", ""bananas"": ""left side of the bowl"", ""red apples"": ""right side of the bowl""}}, ""confidence"": 0.9666655003389415, ""recognition_status"": ""success"", ""processing_time"": 6.513020038604736}","Definition: In this task, draw tight bounding boxes around all ""bananas"" and ""red apples"".
Emphasis & Caution: Focus on ""bananas"" on the left side of the bowl and ""red apples"" on the right side.
Things to Avoid: -"
101906,"{""description"": ""A kayaker navigates through turbulent rapids, wearing a red helmet and an orange life jacket."", ""details"": {""objects"": [""kayaker"", ""kayak"", ""paddle"", ""rapids"", ""water""], ""scene"": ""wilderness"", ""spatial_info"": {""kayaker"": ""center"", ""kayak"": ""center"", ""paddle"": ""in hand"", ""rapids"": ""surrounding"", ""water"": ""flowing""}}, ""confidence"": 0.9500467876218803, ""recognition_status"": ""success"", ""processing_time"": 8.596723556518555}","Definition: In this task, draw tight bounding boxes around all ""kayaker"" and ""kayak"".
Emphasis & Caution: Focus on targets at the ""center"".
Things to Avoid: Do not annotate ""rapids"" or ""water""."
102184,"{""description"": ""A surfer in a wetsuit is skillfully riding a wave on a yellow surfboard."", ""details"": {""objects"": [""surfer"", ""surfboard"", ""wave""], ""scene"": ""ocean"", ""spatial_info"": {""surfer"": ""bending forward on the surfboard, positioned centrally within the wave"", ""surfboard"": ""yellow, partially submerged under water, angled towards the wave's crest"", ""wave"": ""large, greenish-blue, breaking to the left of the surfer""}}, ""confidence"": 0.9285008188611524, ""recognition_status"": ""success"", ""processing_time"": 8.778802871704102}","Definition: In this task, draw tight bounding boxes around all ""surfer"" and ""surfboard"".
Emphasis & Caution: Focus on the ""yellow"" ""surfboard"" and the centrally positioned ""surfer"".
Things to Avoid: Do not annotate ""wave""."
102437,"{""description"": ""Two kayakers paddle through a serene, moss-covered river surrounded by lush greenery."", ""details"": {""objects"": [""Two kayaks"", ""Two individuals paddling"", ""Moss-covered trees"", ""Clear water reflecting the surroundings""], ""scene"": ""Natural outdoor setting"", ""spatial_info"": {""kayaks"": [""One kayak is closer to the foreground, while the other is further back""], ""paddlers"": [""Both individuals are positioned in their respective kayaks""], ""trees"": [""Hang over the water on both sides""], ""water"": [""Reflects the surrounding greenery""]}}, ""confidence"": 0.9285173019565298, ""recognition_status"": ""success"", ""processing_time"": 9.733617544174194}","Definition: In this task, draw tight bounding boxes around all ""Two individuals paddling"" and ""Two kayaks"".
Emphasis & Caution: Focus on the foreground kayak and the further back kayak.
Things to Avoid: Do not annotate ""Moss-covered trees"" or ""Clear water reflecting the surroundings""."
